
2024/03/23 (11:54:05) | ===> btop++ v.1.3.2
2024/03/23 (14:23:20) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:22) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:24) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:26) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:28) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:30) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:31) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:32) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:34) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:34) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:35) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:36) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:37) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:38) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:40) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:41) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:42) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:44) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:46) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:48) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:50) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:52) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:54) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:56) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:23:58) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]

2024/03/23 (14:24:33) | ===> btop++ v.1.3.2
2024/03/23 (14:24:33) | INFO: Logger set to INFO
2024/03/23 (14:24:34) | INFO: Logger set to DEBUG
2024/03/23 (14:24:38) | INFO: Logger set to DEBUG
2024/03/23 (14:24:51) | DEBUG: Writing new config file
2024/03/23 (14:24:51) | INFO: Quitting! Runtime: 00:00:42

2024/03/23 (14:24:52) | ===> btop++ v.1.3.2
2024/03/23 (14:24:52) | INFO: Logger set to DEBUG
2024/03/23 (14:24:52) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/23 (14:24:52) | INFO: Running on /dev/pts/2
2024/03/23 (14:24:52) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/23 (14:24:52) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/23 (14:24:52) | DEBUG: Shared::init() : Initialized.
2024/03/23 (14:24:54) | INFO: Quitting! Runtime: 00:00:02

2024/03/23 (14:25:18) | ===> btop++ v.1.3.2
2024/03/23 (14:25:18) | INFO: Logger set to DEBUG
2024/03/23 (14:25:18) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/23 (14:25:18) | INFO: Running on /dev/pts/2
2024/03/23 (14:25:19) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/23 (14:25:19) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/23 (14:25:19) | DEBUG: Shared::init() : Initialized.
2024/03/23 (14:25:44) | DEBUG: Writing new config file
2024/03/23 (14:25:44) | INFO: Quitting! Runtime: 00:00:26

2024/03/23 (14:25:50) | ===> btop++ v.1.3.2
2024/03/23 (14:25:50) | INFO: Logger set to DEBUG
2024/03/23 (14:25:50) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/23 (14:25:50) | INFO: Running on /dev/pts/2
2024/03/23 (14:25:50) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/23 (14:25:50) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/23 (14:25:50) | DEBUG: Shared::init() : Initialized.
2024/03/23 (14:25:57) | DEBUG: Writing new config file
2024/03/23 (14:25:57) | INFO: Quitting! Runtime: 00:00:07

2024/03/23 (14:26:14) | ===> btop++ v.1.3.2
2024/03/23 (14:26:14) | INFO: Logger set to DEBUG
2024/03/23 (14:26:14) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/23 (14:26:14) | INFO: Running on /dev/pts/2
2024/03/23 (14:26:14) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/23 (14:26:14) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/23 (14:26:14) | DEBUG: Shared::init() : Initialized.
2024/03/23 (14:26:24) | INFO: Quitting! Runtime: 00:00:10

2024/03/23 (14:26:35) | ===> btop++ v.1.3.2
2024/03/23 (14:26:35) | INFO: Logger set to DEBUG
2024/03/23 (14:26:35) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/23 (14:26:35) | INFO: Running on /dev/pts/1
2024/03/23 (14:26:35) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/03/23 (14:26:35) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/23 (14:26:35) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:26:35) | DEBUG: Shared::init() : Initialized.
2024/03/23 (14:26:35) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:26:37) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:26:38) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:26:39) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:26:41) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:26:43) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:26:45) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:26:47) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:26:49) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (14:26:51) | DEBUG: Writing new config file
2024/03/23 (14:26:51) | INFO: Quitting! Runtime: 00:00:16

2024/03/23 (14:29:19) | ===> btop++ v.1.3.2
2024/03/23 (14:29:19) | INFO: Logger set to DEBUG
2024/03/23 (14:29:19) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/23 (14:29:19) | INFO: Running on /dev/pts/1
2024/03/23 (14:29:19) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/23 (14:29:19) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/23 (14:29:19) | DEBUG: Shared::init() : Initialized.
2024/03/23 (14:29:29) | DEBUG: Writing new config file
2024/03/23 (14:29:29) | INFO: Quitting! Runtime: 00:00:10

2024/03/23 (15:03:31) | ===> btop++ v.1.3.2
2024/03/23 (15:03:31) | INFO: Logger set to DEBUG
2024/03/23 (15:03:31) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/23 (15:03:31) | INFO: Running on /dev/pts/0
2024/03/23 (15:03:31) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/03/23 (15:03:31) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/23 (15:03:31) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (15:03:31) | DEBUG: Shared::init() : Initialized.
2024/03/23 (15:03:31) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (15:03:33) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (15:03:35) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/23 (15:03:37) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]

2024/03/24 (07:58:06) | ===> btop++ v.1.3.2
2024/03/24 (07:58:06) | INFO: Logger set to DEBUG
2024/03/24 (07:58:06) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/24 (07:58:06) | INFO: Running on /dev/pts/0
2024/03/24 (07:58:06) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/24 (07:58:06) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/24 (07:58:06) | DEBUG: Shared::init() : Initialized.

2024/03/24 (16:04:39) | ===> btop++ v.1.3.2
2024/03/24 (16:04:39) | INFO: Logger set to DEBUG
2024/03/24 (16:04:39) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/24 (16:04:39) | INFO: Running on /dev/pts/0
2024/03/24 (16:04:39) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/24 (16:04:39) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/24 (16:04:39) | DEBUG: Shared::init() : Initialized.

2024/03/24 (16:04:52) | ===> btop++ v.1.3.2
2024/03/24 (16:04:52) | INFO: Logger set to DEBUG
2024/03/24 (16:04:52) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/24 (16:04:52) | INFO: Running on /dev/pts/0
2024/03/24 (16:04:52) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/03/24 (16:04:52) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/24 (16:04:52) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/24 (16:04:52) | DEBUG: Shared::init() : Initialized.
2024/03/24 (16:04:52) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/24 (16:04:54) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/24 (16:04:56) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/24 (16:04:58) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/24 (16:05:00) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/24 (16:05:02) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/24 (16:05:04) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/24 (16:05:05) | INFO: Quitting! Runtime: 00:00:13

2024/03/25 (11:48:26) | ===> btop++ v.1.3.2
2024/03/25 (11:48:26) | INFO: Logger set to DEBUG
2024/03/25 (11:48:26) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/25 (11:48:26) | INFO: Running on /dev/pts/1
2024/03/25 (11:48:26) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/25 (11:48:26) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/25 (11:48:26) | DEBUG: Shared::init() : Initialized.
2024/03/25 (11:48:44) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/solarized_light.theme
2024/03/25 (11:48:44) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/gruvbox_dark.theme
2024/03/25 (11:48:45) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/adapta.theme
2024/03/25 (11:48:45) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/HotPurpleTrafficLight.theme
2024/03/25 (11:48:45) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/ayu.theme
2024/03/25 (11:48:45) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/nord.theme
2024/03/25 (11:48:46) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/dusklight.theme
2024/03/25 (11:48:46) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/monokai.theme
2024/03/25 (11:48:46) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/night-owl.theme
2024/03/25 (11:48:47) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/kyli0x.theme
2024/03/25 (11:48:47) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/greyscale.theme
2024/03/25 (11:48:47) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/solarized_dark.theme
2024/03/25 (11:48:48) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/everforest-dark-medium.theme
2024/03/25 (11:48:48) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/tokyo-night.theme
2024/03/25 (11:48:48) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/elementarish.theme
2024/03/25 (11:48:49) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/onedark.theme
2024/03/25 (11:48:49) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/flat-remix-light.theme
2024/03/25 (11:48:49) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/matcha-dark-sea.theme
2024/03/25 (11:48:50) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/flat-remix-light.theme
2024/03/25 (11:48:50) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/onedark.theme
2024/03/25 (11:48:51) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/flat-remix-light.theme
2024/03/25 (11:48:52) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/onedark.theme
2024/03/25 (11:48:53) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/flat-remix-light.theme
2024/03/25 (11:48:53) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/matcha-dark-sea.theme
2024/03/25 (11:48:54) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/tomorrow-night.theme
2024/03/25 (11:48:54) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/gruvbox_material_dark.theme
2024/03/25 (11:48:54) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/dracula.theme
2024/03/25 (11:48:55) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/everforest-dark-hard.theme
2024/03/25 (11:48:56) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/gruvbox_dark_v2.theme
2024/03/25 (11:48:56) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/paper.theme
2024/03/25 (11:48:56) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/whiteout.theme
2024/03/25 (11:48:57) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/tokyo-storm.theme
2024/03/25 (11:48:57) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/horizon.theme
2024/03/25 (11:48:57) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/adwaita.theme
2024/03/25 (11:48:58) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/flat-remix.theme
2024/03/25 (11:48:58) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme
2024/03/25 (11:48:59) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme
2024/03/25 (11:49:17) | DEBUG: Writing new config file
2024/03/25 (11:49:17) | INFO: Quitting! Runtime: 00:00:51

2024/03/25 (11:49:18) | ===> btop++ v.1.3.2
2024/03/25 (11:49:18) | INFO: Logger set to DEBUG
2024/03/25 (11:49:18) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/25 (11:49:18) | INFO: Running on /dev/pts/1
2024/03/25 (11:49:18) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/25 (11:49:18) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/25 (11:49:18) | DEBUG: Shared::init() : Initialized.
2024/03/25 (11:49:18) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme
2024/03/25 (11:49:23) | INFO: Quitting! Runtime: 00:00:05

2024/03/25 (16:27:26) | ===> btop++ v.1.3.2
2024/03/25 (16:27:26) | INFO: Logger set to DEBUG
2024/03/25 (16:27:26) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/25 (16:27:26) | INFO: Running on /dev/pts/0
2024/03/25 (16:27:26) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/25 (16:27:26) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/25 (16:27:26) | DEBUG: Shared::init() : Initialized.
2024/03/25 (16:27:26) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme

2024/03/25 (18:12:11) | ===> btop++ v.1.3.2
2024/03/25 (18:12:11) | INFO: Logger set to DEBUG
2024/03/25 (18:12:11) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/25 (18:12:11) | INFO: Running on /dev/pts/0
2024/03/25 (18:12:11) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/25 (18:12:11) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/25 (18:12:11) | DEBUG: Shared::init() : Initialized.
2024/03/25 (18:12:11) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme
2024/03/25 (18:12:18) | INFO: Quitting! Runtime: 00:00:07

2024/03/25 (21:56:51) | ===> btop++ v.1.3.2
2024/03/25 (21:56:51) | INFO: Logger set to DEBUG
2024/03/25 (21:56:51) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/25 (21:56:51) | INFO: Running on /dev/pts/0
2024/03/25 (21:56:51) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/03/25 (21:56:51) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/25 (21:56:51) | DEBUG: Shared::init() : Initialized.
2024/03/25 (21:56:51) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme
2024/03/25 (22:00:12) | DEBUG: Loading theme file: /nix/store/98rrxr5ws69cyb91vd203vkpfc2qcn34-btop-1.3.2/share/btop/themes/flat-remix.theme
2024/03/25 (22:00:14) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme

2024/03/25 (22:00:29) | ===> btop++ v.1.3.2
2024/03/25 (22:00:29) | INFO: Logger set to DEBUG
2024/03/25 (22:00:29) | DEBUG: Setting LC_ALL=en_US.UTF-8
2024/03/25 (22:00:29) | INFO: Running on /dev/pts/0
2024/03/25 (22:00:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/03/25 (22:00:29) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/03/25 (22:00:29) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:29) | DEBUG: Shared::init() : Initialized.
2024/03/25 (22:00:29) | DEBUG: Loading theme file: /home/satwik/.config/btop/themes/catppuccin_mocha.theme
2024/03/25 (22:00:29) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:31) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:33) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:35) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:37) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:38) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:39) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:39) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:40) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:41) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:43) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:45) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:47) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:49) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:51) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:53) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:55) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:57) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:57) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:58) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:00:59) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:01:01) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:01:03) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:01:05) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:01:07) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:01:09) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:01:11) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
2024/03/25 (22:01:13) | WARNING: Error in Mem::collect() : filesystem error: cannot get file time: No such file or directory [/etc/fstab]
